Id,Latitude,Longitude
1008,9.0138996,38.8081647
1009,9.0148362,38.7989218
1010,9.0203778,38.807704
1011,9.0149006,38.8006701
1012,9.0209482,38.8013632
1013,9.0194641,38.8171751
1014,9.0196762,38.8141871
1015,9.0195631,38.8157711
1016,9.0212841,38.7998779
1017,9.0185025,38.8038207
1018,9.0213194,38.8000399
1019,9.0212969,38.7999982
1020,9.0214944,38.7999966
1021,9.0054559,38.8018562
1022,9.0189373,38.8201446
1023,9.0192765,38.8183142
1024,9.0188715,38.8205066
1025,9.024347,38.8027509
1026,9.0216513,38.8048084
1027,9.0237696,38.8035154
1028,9.0125425,38.7975274
1029,9.0112127,38.8001053
1030,9.0117599,38.8003638
1031,9.013246,38.8005534
1032,9.0165,38.7981673
1033,9.0148448,38.8006603
1034,9.0153373,38.8007463
1035,9.0156682,38.8010152
1036,9.0115406,38.8042776
1037,9.0134368,38.8072348
1038,9.0137114,38.8067256
1039,9.0196294,38.8035447
1040,9.0180285,38.8037629
1041,9.0124266,38.8066212
1042,9.0126899,38.8061391
1043,9.0237472,38.8044805
1044,9.0139063,38.8027641
1045,9.0104342,38.7997137
1046,9.013795,38.8028258
1047,9.013742,38.8029036
1048,9.0137049,38.8030162
1049,9.0189254,38.8037421
1050,9.0163717,38.8012821
1051,9.0186622,38.8037382
1052,9.0173975,38.8016378
1053,9.0229316,38.8113499
1054,9.0140679,38.8027051
1055,9.0229475,38.8111031
1056,9.0229342,38.8110521
1057,9.0228919,38.81102
1058,9.022676,38.8109475
1059,9.02112,38.8008205
1060,9.0211977,38.8007605
1061,9.0210641,38.800893
1062,9.0127937,38.8173366
1063,9.0124337,38.7997986
1064,9.0122747,38.7992743
1065,9.0122986,38.8004661
1066,9.0097194,38.8040154
1067,9.0239924,38.8028631
1068,9.0132523,38.7965579
1069,9.0118663,38.798827
1070,9.0187146,38.7986357
1071,9.01227,38.7989358
1072,9.0159831,38.7979696
1073,9.0136709,38.7967933
1074,9.0116693,38.7992304
1075,9.0121833,38.7982384
1076,9.0218574,38.8133226
1077,9.0229117,38.8124254
1078,9.0186789,38.797955
1079,9.012904,38.7998326
1080,9.0225342,38.8129418
1081,9.019182,38.7999211
1082,9.0119925,38.8004413
1083,9.0220071,38.813163
1084,9.0189678,38.7996067
1085,9.0219448,38.8132301
1086,9.0219223,38.8132757
1087,9.0238813,38.8131832
1088,9.0199504,38.8038848
1089,9.0126607,38.8086888
1090,9.0230905,38.8129096
1091,9.019752,38.8041019
1092,9.012581,38.8084939
1093,9.023374,38.813391
1094,9.0223475,38.8129887
1095,9.0117624,38.8040878
1096,9.0159717,38.818546
1097,9.0118228,38.7970972
1098,9.0228375,38.8124576
1099,9.0247228,38.802675
1100,9.0226614,38.8117066
1101,9.025474,38.7988825
1102,9.022717,38.8118447
1103,9.0229077,38.8119011
1104,9.0226256,38.8116784
1105,9.0226468,38.8116838
1106,9.0221034,38.8119681
1107,9.0221031,38.8120084
1108,9.0220726,38.8120291
1109,9.0225594,38.8119601
1110,9.0226601,38.8117522
1111,9.0234404,38.8044395
1112,9.0221832,38.8111889
1113,9.0132681,38.8080729
1114,9.0106177,38.8041787
1115,9.0129025,38.8082952
1116,9.0129561,38.808438
1117,9.0129395,38.8083971
1118,9.0237591,38.8042808
1119,9.020184,38.7981128
1120,9.0251942,38.8070337
1121,9.0187263,38.7987992
1122,9.0202127,38.7980002
1123,9.0187852,38.7988454
1124,9.0255916,38.8073797
1125,9.0198539,38.7976332
1126,9.0202611,38.7974994
1127,9.0217387,38.8031654
1128,9.0182398,38.8072557
1129,9.0179322,38.796247
1130,9.0178984,38.8071883
1131,9.0178941,38.8085575
1132,9.0177945,38.8090273
1133,9.0176023,38.8093957
1134,9.0128637,38.8118565
1135,9.0174042,38.8100615
1136,9.0174231,38.8107566
1137,9.0169229,38.8054664
1138,9.0198933,38.797248
1139,9.0215517,38.8040505
1140,9.0252075,38.8089274
1141,9.0198718,38.7974188
1142,9.0201157,38.7971694
1143,9.024896,38.808187
1144,9.0199544,38.7972044
1145,9.0203059,38.7971877
1146,9.0238847,38.8070703
1147,9.0168437,38.8104963
1148,9.0167059,38.8058712
1149,9.0165385,38.8061959
1150,9.0165559,38.8110989
1151,9.0163735,38.8064846
1152,9.0162638,38.8102009
1153,9.0246673,38.8093862
1154,9.0249876,38.8068085
1155,9.0234357,38.804533
1156,9.0229306,38.8074333
1157,9.0237798,38.8009862
1158,9.0225078,38.7961393
1159,9.0228022,38.8068406
1160,9.0221223,38.8155368
1161,9.0226481,38.8161698
1162,9.0212852,38.8123047
1163,9.0218119,38.7965391
1164,9.0228604,38.8078706
1165,9.0213727,38.8131745
1166,9.0220309,38.8178945
1167,9.0206812,38.8115993
1168,9.022023,38.8180098
1169,9.0151778,38.8016024
1170,9.0204693,38.8115805
1171,9.0151599,38.8021092
1172,9.0222693,38.8174331
1173,9.0159569,38.8108613
1174,9.0230092,38.7971687
1175,9.0157858,38.8018353
1176,9.0154671,38.8028165
1177,9.0245836,38.807424
1178,9.0114466,38.8006038
1179,9.0243492,38.8045232
1180,9.0223306,38.8075004
1181,9.0218085,38.7962953
1182,9.0227469,38.8065128
1183,9.0228583,38.8080496
1184,9.0207495,38.7978525
1185,9.0138771,38.8177496
1186,9.0207265,38.7972284
1187,9.0240514,38.7970364
1188,9.0207459,38.7970396
1189,9.0228651,38.8071142
1190,9.0129858,38.8092967
1191,9.0126442,38.8091416
1192,9.0152123,38.8022051
1193,9.0158308,38.8155261
1194,9.0151476,38.8015615
1195,9.0158374,38.8156052
1196,9.011022,38.8003632
1197,9.01385,38.8005902
1198,9.0155884,38.815225
1199,9.0142096,38.8152485
1200,9.0132309,38.8087943
1201,9.0141473,38.8151693
1202,9.0107714,38.7998842
1203,9.0106235,38.8001689
1204,9.0114246,38.7997214
1205,9.0229247,38.8075707
1206,9.013991,38.8179401
1207,9.0208665,38.801463
1208,9.0205635,38.8162526
1209,9.0111091,38.8094223
1210,9.0116086,38.8091263
1211,9.0162679,38.8142936
1212,9.0162441,38.8142279
1213,9.0163394,38.8143311
1214,9.0122029,38.8087486
1215,9.0161196,38.8138711
1216,9.0120493,38.8088331
1217,9.0164957,38.8136096
1218,9.0162375,38.8140629
1219,9.0161884,38.8139355
1220,9.0163871,38.8135962
1221,9.0162679,38.8135922
1222,9.0200545,38.8166821
1223,9.0162772,38.8179132
1224,9.0162957,38.8180125
1225,9.0112258,38.8081166
1226,9.0149103,38.8192999
1227,9.0156494,38.819029
1228,9.0157262,38.8189861
1229,9.0146983,38.8196379
1230,9.0162805,38.8176838
1231,9.0132711,38.7979855
1232,9.0129204,38.7963473
1233,9.0208165,38.7963185
1234,9.0209248,38.7960927
1235,9.016913,38.8176584
1236,9.0169177,38.8174788
1237,9.0169554,38.8178086
1238,9.0164732,38.8180044
1239,9.0169227,38.8177464
1240,9.0132148,38.8118664
1241,9.0163328,38.8180286
1242,9.0163938,38.8180259
1243,9.0171699,38.8182646
1244,9.0171779,38.8182163
1245,9.016603,38.8185811
1246,9.0170852,38.8183236
1247,9.0114173,38.8101674
1248,9.0190004,38.8172212
1249,9.0171779,38.8168859
1250,9.0244324,38.801037
1251,9.016177,38.8126549
1252,9.0185038,38.8021016
1253,9.0193152,38.8019712
1254,9.0135327,38.8072896
1255,9.0191807,38.801628
1256,9.0183686,38.8095877
1257,9.0182719,38.8095622
1258,9.0180825,38.8095917
1259,9.0180084,38.809589
1260,9.0178295,38.8089493
1261,9.0178494,38.8088702
1262,9.0181885,38.8093905
1263,9.0182627,38.8094053
1264,9.0167641,38.8126573
1265,9.0187223,38.8094978
1266,9.0194529,38.8035097
1267,9.0230077,38.7985591
1268,9.0249197,38.8060023
1269,9.0253631,38.8071703
1270,9.0257918,38.8055937
1271,9.0257265,38.8058584
1272,9.0212847,38.811365
1273,9.0212513,38.807099
1274,9.0242274,38.8084495
1275,9.0223052,38.8050566
1276,9.0251397,38.8060751
1277,9.0250612,38.8060762
1278,9.0123477,38.8080033
1279,9.0158276,38.8156763
1280,9.0198462,38.813361
1281,9.0129683,38.8069504
1282,9.0213311,38.8129656
1283,9.0218891,38.8009065
1284,9.0211987,38.812589
1285,9.0207779,38.8026341
1286,9.0217882,38.8007171
1287,9.0206658,38.8026553
1288,9.0219387,38.8007995
1289,9.0224304,38.7997247
1290,9.011953,38.8082298
1291,9.0216101,38.8009458
1292,9.0216461,38.8009095
1293,9.0195039,38.8183375
1294,9.0228719,38.8032838
1295,9.0191319,38.8191165
1296,9.0197579,38.8101078
1297,9.0201299,38.810139
1298,9.0239565,38.8077682
1299,9.022528,38.8074736
1300,9.0141614,38.8152128
1301,9.0141972,38.8149607
1302,9.0242456,38.8068853
1303,9.0130133,38.8076261
1304,9.0144091,38.8133836
1305,9.0259963,38.8005322
1306,9.0149019,38.8132313
1307,9.0141642,38.8089354
1308,9.0208691,38.7958715
1309,9.0218236,38.8011221
1310,9.01924,38.8100731
1311,9.0252009,38.8090373
1312,9.015769,38.8158358
1313,9.0194498,38.8100829
1314,9.0207195,38.7982264
1315,9.0193986,38.8004838
1316,9.022789,38.8074468
1317,9.0123784,38.8073395
1318,9.0117239,38.8077441
1319,9.024827,38.8155247
1320,9.0228215,38.8034272
1321,9.0208331,38.7968478
1322,9.0257462,38.8176933
1323,9.0258826,38.8164407
1324,9.0258005,38.8162959
1325,9.0259912,38.8164917
1326,9.0264852,38.8168578
1327,9.0227919,38.8035412
1328,9.0267738,38.8080317
1329,9.0261053,38.8082553
1330,9.0262391,38.8083235
1331,9.0245782,38.8083143
1332,9.0249536,38.8092436
1333,9.0232542,38.8036824
1334,9.0245537,38.8093255
1335,9.0240945,38.8066302
1336,9.0245328,38.8092505
1337,9.0136281,38.8030966
1338,9.0238336,38.8064663
1339,9.024014,38.8064904
1340,9.0108911,38.8043618
1341,9.0192389,38.8021851
1342,9.0220788,38.8071336
1343,9.0101841,38.8041958
1344,9.023708,38.8017225
1345,9.0254283,38.817928
1346,9.0254985,38.8178596
1347,9.0218936,38.8076962
1348,9.0150827,38.8080952
1349,9.021963,38.8079964
1350,9.0221859,38.80799
1351,9.0222215,38.8079722
1352,9.0216126,38.7998445
1353,9.0246606,38.8060612
1354,9.0229496,38.8102331
1355,9.0221308,38.8097397
1356,9.0213498,38.8077958
1357,9.0221308,38.8073185
1358,9.0079551,38.8033797
1359,9.0132679,38.8023509
1360,9.0158072,38.8067285
1361,9.0219662,38.7991783
1362,9.021281,38.8125605
1363,9.0217821,38.7990536
1364,9.0191654,38.8074128
1365,9.0190878,38.8077678
1366,9.0193341,38.8090694
1367,9.0191991,38.8085993
1368,9.018659,38.8085308
1369,9.0187713,38.8085429
1370,9.0186029,38.8090019
1371,9.0189686,38.8094294
1372,9.0184845,38.8077335
1373,9.018664,38.8095421
1374,9.0197024,38.8094509
1375,9.0182163,38.8094495
1376,9.0181872,38.8093315
1377,9.018313,38.809357
1378,9.0243111,38.8097969
1379,9.0242819,38.8096936
1380,9.0242448,38.8096386
1381,9.0243005,38.8097325
1382,9.0245806,38.8093892
1383,9.0199784,38.8014833
1384,9.0235919,38.8079669
1385,9.0242303,38.8095997
1386,9.0247978,38.8093328
1387,9.0221144,38.8141005
1388,9.0222336,38.8140629
1389,9.0155256,38.8151163
1390,9.0230508,38.8101469
1391,9.0237786,38.8117448
1392,9.0205268,38.7993138
1393,9.015833,38.808492
1394,9.0165256,38.8070841
1395,9.0201919,38.8014492
1396,9.0202825,38.8014069
1397,9.0200569,38.8015507
1398,9.0201092,38.8014898
1399,9.0236031,38.8097841
1400,9.0154168,38.7991377
1401,9.0203845,38.8013773
1402,9.0220442,38.8070878
1403,9.0204878,38.8013358
1404,9.0222084,38.8074298
1405,9.0219952,38.8080065
1406,9.0221541,38.8073695
1407,9.0225046,38.7967408
1408,9.022864,38.8079797
1409,9.0235779,38.8099008
1410,9.0205859,38.8012969
1411,9.0227607,38.8081151
1412,9.0206772,38.801262
1413,9.0228243,38.8080829
1414,9.0235925,38.8098519
1415,9.0206097,38.7989812
1416,9.0235674,38.8099632
1417,9.0221209,38.8153402
1418,9.0215733,38.8095977
1419,9.0214879,38.8095045
1420,9.02076,38.80884
1421,9.0219515,38.8079663
1422,9.0206868,38.7985377
1423,9.0219243,38.8077001
1424,9.0219382,38.8077289
1425,9.0159488,38.8175191
1426,9.017213,38.8174471
1427,9.0151084,38.8174128
1428,9.0237554,38.8031772
1429,9.0207823,38.8012096
1430,9.0244005,38.8056971
1431,9.0208594,38.8011642
1432,9.0248389,38.8065755
1433,9.0189029,38.8020474
1434,9.0200123,38.8042818
1435,9.0138029,38.8034284
1436,9.0177371,38.7955631
1437,9.0155489,38.802971
1438,9.0155716,38.8027788
1439,9.015064,38.8032581
1440,9.019332,38.8022813
1441,9.0149569,38.8030901
1442,9.0209428,38.8010915
1443,9.0210063,38.8010098
1444,9.0157173,38.812659
1445,9.0256203,38.8060297
1446,9.0149728,38.8126666
1447,9.0148253,38.8126639
1448,9.0240203,38.8051794
1449,9.0192041,38.8015103
1450,9.0240521,38.8049032
1451,9.0245448,38.8056247
1452,9.019191,38.8017476
1453,9.0244699,38.8056587
1454,9.0263566,38.8082555
1455,9.0237753,38.8047758
1456,9.0196345,38.8020716
1457,9.0237753,38.8036144
1458,9.0240468,38.8048757
1459,9.019942,38.8018871
1460,9.0238005,38.8048187
1461,9.0224714,38.7996544
1462,9.0237435,38.8033783
1463,9.0213839,38.8015891
1464,9.0156396,38.8133219
1465,9.0242779,38.79637
1466,9.0239466,38.7969268
1467,9.0217457,38.8011362
1468,9.0198084,38.7991378
1469,9.0189666,38.798715
1470,9.0190143,38.7988186
1471,9.0179842,38.8022571
1472,9.0159349,38.8138234
1473,9.0197753,38.798207
1474,9.0223658,38.7982548
1475,9.019864,38.7982164
1476,9.0160898,38.8135887
1477,9.0194461,38.7983596
1478,9.0257568,38.8056824
1479,9.0216974,38.7996197
1480,9.0194332,38.798379
1481,9.0257223,38.8057427
1482,9.0210571,38.7994393
1483,9.018757,38.802046
1484,9.0159203,38.8135981
1485,9.0190036,38.8020647
1486,9.0245889,38.8115887
1487,9.0164965,38.8143143
1488,9.0245599,38.8113392
1489,9.0211049,38.8018883
1490,9.0088005,38.8038324
1491,9.0161508,38.8138932
1492,9.0163031,38.814321
1493,9.0244658,38.8112149
1494,9.0243099,38.8110017
1495,9.0174997,38.8020435
1496,9.0245943,38.8116967
1497,9.0194301,38.802462
1498,9.0201765,38.8065254
1499,9.0157124,38.8153657
1500,9.0243572,38.7962349
1501,9.0203995,38.8083148
1502,9.0184971,38.802013
1503,9.0248924,38.8121425
1504,9.0149421,38.8033132
1505,9.0247147,38.8118296
1506,9.012844,38.8041025
1507,9.0249526,38.8127296
1508,9.0113008,38.8043701
1509,9.0249088,38.8124361
1510,9.0093253,38.8040476
1511,9.0227402,38.8064425
1512,9.0202866,38.8093629
1513,9.0212715,38.8011555
1514,9.0216072,38.8010389
1515,9.0198412,38.8116207
1516,9.021295,38.8015199
1517,9.0212285,38.8013889
1518,9.0197743,38.8122284
1519,9.0217608,38.8014876
1520,9.0216835,38.8010773
1521,9.0218013,38.8013952
1522,9.0254482,38.799208
1523,9.0232952,38.7973162
1524,9.0175103,38.8023288
1525,9.0164229,38.8027185
1526,9.0154892,38.8191173
1527,9.0152103,38.8191656
1528,9.025489,38.7984787
1529,9.0119811,38.8172691
1530,9.00988,38.8041441
1531,9.0139699,38.8178223
1532,9.0215962,38.8041561
1533,9.0129822,38.8173864
1534,9.0237064,38.8161319
1535,9.0233934,38.8133501
1536,9.0147704,38.8194632
1537,9.0233933,38.8132795
1538,9.0232472,38.8135538
1539,9.0095591,38.8041327
1540,9.0210909,38.8021008
1541,9.017401,38.8023704
1542,9.0118065,38.8043375
1543,9.0123754,38.804238
1544,9.010424,38.8043251
1545,9.0097926,38.804207
1546,9.0209092,38.8022378
1547,9.0033783,38.8005828
1548,9.0189235,38.8019084
1549,9.0038807,38.8008946
1550,9.0130213,38.7978143
1551,9.0037201,38.8007917
1552,9.003579,38.8007028
1553,9.0133333,38.7973233
1554,9.0129302,38.7970986
1555,9.0257765,38.800791
1556,9.0187302,38.8019487
1557,9.0193345,38.8002332
1558,9.0101637,38.8042796
1559,9.0190713,38.8005878
1560,9.0187203,38.8016803
1561,9.0214561,38.8177738
1562,9.0137801,38.8186794
1563,9.0044075,38.8012047
1564,9.0212654,38.8179722
1565,9.0041684,38.8010686
1566,9.0040075,38.8009744
1567,9.0209051,38.8182673
1568,9.0245357,38.7997107
1569,9.0209342,38.8182136
1570,9.0051039,38.8016373
1571,9.004894,38.8015065
1572,9.0047585,38.8014197
1573,9.0045853,38.8013144
1574,9.0058629,38.8021046
1575,9.0056579,38.8019759
1576,9.0052619,38.8017358
1577,9.0246374,38.7995709
1578,9.0245611,38.799543
1579,9.0244575,38.7995004
1580,9.0244282,38.7994752
1581,9.0244153,38.7993409
1582,9.0243712,38.798349
1583,9.0247587,38.7985448
1584,9.02326,38.7987835
1585,9.0165151,38.8103169
1586,9.0166459,38.8100754
1587,9.0164943,38.8092947
1588,9.0238783,38.8029589
1589,9.0205482,38.8076094
1590,9.0123123,38.7979859
1591,9.0237304,38.8001839
1592,9.012178,38.7973108
1593,9.0125686,38.7968796
1594,9.0239677,38.8180942
1595,9.0239166,38.8180697
1596,9.0253557,38.7983571
1597,9.0224598,38.7995185
1598,9.0237676,38.8180936
1599,9.0236924,38.8182726
1600,9.0189385,38.7987777
1601,9.0215843,38.8033898
1602,9.0192815,38.8003903
1603,9.0190577,38.799299
1604,9.0240091,38.8134498
1605,9.0238743,38.8131513
1606,9.0242168,38.813034
1607,9.024172,38.8127963
1608,9.0137861,38.8077448
1609,9.0114313,38.8091923
1610,9.013942,38.8075053
1611,9.0105342,38.8042466
1612,9.0138286,38.807688
1613,9.0242962,38.8132756
1614,9.0146814,38.8079018
1615,9.0242903,38.8127054
1616,9.0242704,38.8126059
1617,9.0135149,38.8000431
1618,9.0141697,38.7994253
1619,9.0141866,38.7993762
1620,9.0142392,38.7985634
1621,9.0246348,38.8163494
1622,9.0116678,38.8007156
1623,9.0218942,38.8142232
1624,9.021704,38.8142719
1625,9.0215161,38.8136935
1626,9.0232629,38.8075376
1627,9.0093548,38.8038863
1628,9.0232386,38.815642
1629,9.0233316,38.8172477
