Id,Latitude,Longitude
444,9.0194733,38.7985866
445,9.0152732,38.7990841
446,9.0182049,38.7994539
447,9.0221938,38.8001377
448,9.0211651,38.818579
449,9.020503,38.8072642
450,9.0148705,38.8108201
451,9.0204194,38.8096449
452,9.018811,38.8101643
453,9.0205925,38.8096547
454,9.018864,38.8101201
455,9.0208786,38.8096413
456,9.0211978,38.8095743
457,9.0207435,38.8096628
458,9.0210005,38.8096252
459,9.0167802,38.80231
460,9.0157705,38.801706
461,9.0213541,38.8108557
462,9.0197123,38.8132812
463,9.0164308,38.7971154
464,9.0164653,38.7971905
465,9.0148758,38.8114572
466,9.0151672,38.811492
467,9.0154017,38.8114947
468,9.0135778,38.8108839
469,9.0133751,38.810503
470,9.0143195,38.8104285
471,9.0143752,38.8104071
472,9.0178424,38.8054565
473,9.0204679,38.8030131
474,9.0203236,38.8037726
475,9.0205633,38.8028231
476,9.0215822,38.8189331
477,9.0207757,38.8024578
478,9.0194475,38.8012578
479,9.0169727,38.8022414
480,9.0183018,38.8045262
481,9.0204249,38.8041394
482,9.0230693,38.8031705
483,9.0203408,38.8038776
484,9.0233687,38.8039215
485,9.0144923,38.80316
486,9.017411,38.8062572
487,9.0203135,38.803666
488,9.023921,38.8029049
489,9.0203737,38.8032208
490,9.0230548,38.8029492
491,9.0113014,38.8041255
492,9.021843,38.8181267
493,9.0235674,38.8073051
494,9.0127817,38.8038455
495,9.0224476,38.8183831
496,9.0255938,38.7999371
497,9.0231745,38.8070353
498,9.0199888,38.8017949
499,9.0218749,38.8191282
500,9.0258724,38.8002627
501,9.0119536,38.8042388
502,9.0235974,38.8001642
503,9.019476,38.8020553
504,9.0192341,38.8018595
505,9.0211509,38.8069706
506,9.019888,38.8095111
507,9.0210352,38.8061421
508,9.0209827,38.805654
509,9.0209345,38.8053068
510,9.0214121,38.8088286
511,9.0213126,38.8080797
512,9.0202318,38.809637
513,9.0188155,38.7989481
514,9.0206561,38.8028339
515,9.0204051,38.8039
516,9.0208697,38.805083
517,9.0199451,38.8110194
518,9.0207631,38.8048159
519,9.0203733,38.8037143
520,9.0199173,38.8087979
521,9.0194808,38.8023732
522,9.0195932,38.803036
523,9.0195915,38.8033652
524,9.0197874,38.8020264
525,9.0198095,38.8030873
526,9.0194388,38.8009835
527,9.020614,38.8045391
528,9.0190708,38.8001296
529,9.0192402,38.8010708
530,9.02127,38.8115353
531,9.0213055,38.8112028
532,9.0209239,38.8183328
533,9.021202,38.8124083
534,9.0212209,38.8120899
535,9.021246,38.8117559
536,9.021435,38.8101048
537,9.0214812,38.80977
538,9.0214839,38.80942
539,9.0223061,38.8173923
540,9.0193457,38.801315
541,9.016016,38.8090574
542,9.024425,38.79924
543,9.0218467,38.8149465
544,9.0126864,38.8121299
545,9.0217388,38.8146516
546,9.0215593,38.8140935
547,9.0127494,38.8120514
548,9.0244666,38.7990889
549,9.0214542,38.8137814
550,9.0220301,38.8153772
551,9.0219123,38.8151143
552,9.0245128,38.7989561
553,9.0245573,38.7988315
554,9.0166409,38.8025691
555,9.0213571,38.8134627
556,9.0213294,38.8133406
557,9.0165375,38.8024029
558,9.0212713,38.8131004
559,9.0212146,38.8127632
560,9.0212212,38.8013131
561,9.0246354,38.7986934
562,9.023816,38.8184179
563,9.0237056,38.8183137
564,9.023521,38.8177388
565,9.0234152,38.8175724
566,9.0203582,38.8088993
567,9.020199,38.8066553
568,9.0219887,38.81506
569,9.0222189,38.8156923
570,9.0214661,38.8010284
571,9.0232209,38.8172469
572,9.0216943,38.8015643
573,9.024695,38.7986
574,9.0230296,38.8169372
575,9.0217887,38.8012106
576,9.0227964,38.8165688
577,9.0225439,38.8161817
578,9.0161924,38.8077906
579,9.0203274,38.8033873
580,9.0203712,38.803634
581,9.0203797,38.803483
582,9.0205022,38.8041264
583,9.0213,38.8127509
584,9.0215462,38.8137849
585,9.0206708,38.8044643
586,9.0210227,38.8053225
587,9.0213592,38.8114472
588,9.0214064,38.8110784
589,9.0240498,38.8013113
590,9.0132122,38.8021955
591,9.0120387,38.8075277
592,9.0194115,38.8016227
593,9.010534,38.8079126
594,9.0212545,38.8014603
595,9.0200335,38.8015218
596,9.0213326,38.8010887
597,9.0190843,38.8204923
598,9.0218089,38.8012944
599,9.0131526,38.8105921
600,9.0133539,38.8106196
601,9.0160673,38.8025814
602,9.012493,38.8091344
603,9.0124479,38.8091223
604,9.0128896,38.8096215
605,9.0126638,38.8095085
606,9.0209509,38.808877
607,9.0125632,38.8091317
608,9.0177315,38.8021431
609,9.0123035,38.8041695
610,9.0126413,38.8095045
611,9.0126254,38.8095166
612,9.0125658,38.8096078
613,9.0184543,38.8017496
614,9.0226128,38.8119006
615,9.0225405,38.8119729
616,9.0166157,38.8115032
617,9.0224408,38.8129616
618,9.0166138,38.8115731
619,9.0222318,38.8074967
620,9.0222297,38.8079277
621,9.0222577,38.7993694
622,9.0226884,38.8083975
623,9.0226551,38.8109219
624,9.0163586,38.8045684
625,9.0226471,38.8108794
626,9.0225732,38.8141384
627,9.0257313,38.8060228
628,9.0219021,38.8133014
629,9.022105,38.7992641
630,9.0214247,38.8133974
631,9.013951,38.7983896
632,9.022099,38.8131127
633,9.0212006,38.8019147
634,9.0162304,38.8027136
635,9.0212788,38.8018117
636,9.0245455,38.8027019
637,9.0166579,38.8026339
638,9.0210627,38.8016004
639,9.0208756,38.8051042
640,9.0239382,38.8063931
641,9.0245342,38.805854
642,9.0207481,38.801397
643,9.0243832,38.8071173
644,9.0198117,38.8133602
645,9.023419,38.8050427
646,9.0213424,38.801758
647,9.0239832,38.805622
648,9.0234283,38.8051647
649,9.0180694,38.8021454
650,9.0227582,38.7983192
651,9.0254274,38.7994951
652,9.0196918,38.8137853
653,9.0190892,38.8171917
654,9.0196216,38.8149776
655,9.0243516,38.805028
656,9.0251964,38.7992745
657,9.0250087,38.7980037
658,9.0203304,38.8000097
659,9.0126015,38.8128492
660,9.0174428,38.8114518
661,9.0180904,38.8112853
662,9.0195965,38.8178864
663,9.0172189,38.811496
664,9.0161699,38.8135855
665,9.0188161,38.82083
666,9.0213186,38.801104
667,9.0194313,38.7983938
668,9.0200604,38.8006118
669,9.0191203,38.7992848
670,9.0118294,38.8107839
671,9.0254628,38.8163109
672,9.0180944,38.8112198
673,9.0178865,38.8112426
674,9.0258049,38.8176315
675,9.013587,38.8036315
676,9.0235298,38.805678
677,9.0126483,38.8078449
678,9.0115015,38.8061032
679,9.0106981,38.8085412
680,9.02277,38.8036049
681,9.0155109,38.7963161
682,9.0200354,38.7991587
683,9.0199003,38.7991262
684,9.0213249,38.8110726
685,9.0154279,38.7976736
686,9.0225916,38.7983139
687,9.0224053,38.8039575
688,9.021721,38.804301
689,9.0215091,38.8036425
690,9.021521,38.8038893
691,9.0106355,38.8084117
692,9.021913,38.8028821
693,9.0215329,38.8035017
694,9.011178,38.8067184
695,9.02257,38.8028419
696,9.0218389,38.8030069
697,9.0229455,38.8016463
698,9.0242646,38.7992245
699,9.0225634,38.8027588
700,9.0258212,38.8007767
701,9.0225322,38.8017335
702,9.0188388,38.8081822
703,9.0263899,38.8143613
704,9.0186613,38.8069135
705,9.0109431,38.8090599
706,9.0261188,38.8020751
707,9.0259287,38.8139813
708,9.0227362,38.8036257
709,9.0220519,38.8179571
710,9.0223341,38.8040535
711,9.0224819,38.8010636
712,9.0229349,38.801594
713,9.0222243,38.8011977
714,9.0224356,38.8010502
715,9.0221971,38.8012265
716,9.022959,38.7998683
717,9.0249298,38.8018562
718,9.0249766,38.8129969
719,9.0255894,38.801977
720,9.0255382,38.8135401
721,9.0234518,38.8052912
722,9.0253943,38.8019206
723,9.0104469,38.8080794
724,9.0252547,38.801892
725,9.0250592,38.8130036
726,9.0250146,38.8129946
727,9.0211307,38.802029
728,9.0211017,38.8017579
729,9.0245493,38.8016047
730,9.0245059,38.8005843
731,9.0248941,38.8016635
732,9.024702,38.8018037
733,9.0246944,38.8007628
734,9.024685,38.8004567
735,9.0197374,38.8169497
736,9.0246799,38.8130845
737,9.0245744,38.8131283
738,9.0246649,38.8017722
739,9.0228501,38.7974466
740,9.0246131,38.8002932
741,9.0228283,38.7974607
742,9.0141726,38.8019264
743,9.0226124,38.7973957
744,9.0226369,38.797391
745,9.0218236,38.7962604
746,9.0131951,38.8020017
747,9.0118144,38.8041693
748,9.0109257,38.8072124
749,9.0241476,38.8093559
750,9.024084,38.8103575
751,9.0240178,38.8107178
752,9.0239205,38.8114049
753,9.024448,38.801604
754,9.0140149,38.7976921
755,9.0239971,38.8045018
756,9.0243646,38.8015187
757,9.0139963,38.7975955
758,9.0244231,38.8005084
759,9.013848,38.7975123
760,9.0243101,38.8099084
761,9.0161924,38.796984
762,9.0217905,38.7969987
763,9.0242516,38.8015267
764,9.0163355,38.7970108
765,9.0216892,38.7970423
766,9.0242733,38.8102954
767,9.0163779,38.7970403
768,9.0216514,38.7970638
769,9.0242228,38.8015155
770,9.0212342,38.7977437
771,9.0130873,38.7987004
772,9.0131613,38.7984096
773,9.0226382,38.8036418
774,9.0132402,38.8009101
775,9.0139381,38.7975445
776,9.0218712,38.8071516
777,9.0219978,38.8070837
778,9.0235369,38.8116919
779,9.0235142,38.7995143
780,9.0195045,38.8029236
781,9.0238355,38.8023968
782,9.018909,38.8036613
783,9.0233645,38.8138775
784,9.0238211,38.811717
785,9.0237987,38.8103936
786,9.0237337,38.8117471
787,9.0236377,38.7990136
788,9.0235713,38.8100119
789,9.0128911,38.8005309
790,9.0235361,38.7996661
791,9.0129423,38.79932
792,9.0130044,38.7990194
793,9.0224819,38.8036659
794,9.012318,38.8008229
795,9.0156148,38.8029362
796,9.0213211,38.8117758
797,9.0212972,38.8120655
798,9.0213239,38.8028383
799,9.0212763,38.8030488
800,9.0212302,38.8031323
801,9.0211256,38.8033062
802,9.021046,38.8034654
803,9.0229487,38.8119416
804,9.0228096,38.811842
805,9.0227335,38.8081543
806,9.0227725,38.8118346
807,9.0122946,38.8040792
808,9.0226856,38.8085317
809,9.0227039,38.8083461
810,9.0231154,38.8129469
811,9.0231146,38.8000731
812,9.0230497,38.8129111
813,9.022985,38.8120092
814,9.022875,38.8124549
815,9.0225402,38.8036418
816,9.0199514,38.813209
817,9.0205342,38.8131335
818,9.0118616,38.8007875
819,9.0241707,38.8127748
820,9.0242786,38.8127198
821,9.020764,38.8083773
822,9.0242919,38.8126863
823,9.0234244,38.8048199
824,9.0238905,38.8131309
825,9.0213899,38.8080789
826,9.023237,38.8002342
827,9.0205965,38.8084075
828,9.0241819,38.812758
829,9.0138911,38.8109781
830,9.0177872,38.8036287
831,9.0201534,38.811054
832,9.022295,38.8002208
833,9.0224207,38.7996071
834,9.0231216,38.7986196
835,9.0228445,38.7970487
836,9.0229303,38.7982976
837,9.0228448,38.7982969
838,9.0228912,38.7982915
839,9.0227104,38.7983251
840,9.0211697,38.8064724
841,9.0222885,38.7982325
842,9.0210836,38.8064869
843,9.0225395,38.798549
844,9.0215277,38.8100409
845,9.0182834,38.8018056
846,9.0180901,38.802139
847,9.0209633,38.8050822
848,9.0221857,38.8012617
849,9.0221178,38.8013486
850,9.0202827,38.7998549
851,9.0183234,38.8017934
852,9.0133481,38.8119394
853,9.0226651,38.8012514
854,9.0134398,38.8119065
855,9.0224601,38.8010499
856,9.022349,38.801112
857,9.0117535,38.8056166
858,9.0222778,38.8011695
859,9.0089306,38.8038947
860,9.0225488,38.7985329
861,9.0223342,38.7982433
862,9.0235482,38.80261
863,9.0218197,38.7981943
864,9.023414,38.8027446
865,9.0213144,38.7979308
866,9.0212574,38.7976451
867,9.0240353,38.8181845
868,9.0240446,38.8182411
869,9.0240359,38.8182977
870,9.0238603,38.8180627
871,9.0240087,38.8181338
872,9.0192022,38.8094318
873,9.0238119,38.8180716
874,9.0185523,38.8096692
875,9.0188023,38.8094587
876,9.0156015,38.8028699
877,9.0225363,38.7993445
878,9.0237847,38.8184011
879,9.0237356,38.8179148
880,9.0242497,38.7962978
881,9.0182123,38.8038397
882,9.0196203,38.8032992
883,9.0197475,38.802681
884,9.0183143,38.8038357
885,9.0242852,38.7962732
886,9.0196132,38.803465
887,9.0206587,38.7987542
888,9.0175898,38.8067982
889,9.0175898,38.8074499
890,9.0155557,38.8071923
891,9.0159145,38.807387
892,9.019313,38.8068679
893,9.0193643,38.8065271
894,9.0186719,38.8107899
895,9.0205448,38.8089635
896,9.0206548,38.8088756
897,9.0207104,38.8088527
898,9.0208216,38.80885
899,9.0190988,38.8108795
900,9.0170342,38.8025412
901,9.0171688,38.8024416
902,9.0185555,38.8017234
903,9.0170878,38.8028238
904,9.0192264,38.8101557
905,9.0188239,38.8101285
906,9.0170613,38.8025817
907,9.0170992,38.8026582
908,9.0196256,38.8032228
909,9.0197845,38.8023604
910,9.0193514,38.8017167
911,9.0198879,38.8031758
912,9.0170964,38.8027232
913,9.0238773,38.8147885
914,9.0236428,38.8148743
915,9.0244336,38.8148086
916,9.0247581,38.8153651
917,9.022409,38.7994771
918,9.0215541,38.799933
919,9.0200163,38.7971811
920,9.0236911,38.818221
921,9.0237044,38.8181712
922,9.0186037,38.801711
923,9.0195376,38.8094278
924,9.0247968,38.8009441
925,9.0237403,38.8183676
926,9.0189937,38.8016084
927,9.0237311,38.8181272
928,9.0235804,38.8178328
929,9.0236486,38.8177848
930,9.0182941,38.7967567
931,9.023655,38.8179764
932,9.0195296,38.810958
933,9.0169817,38.8023466
934,9.0208865,38.8088941
935,9.0235442,38.7974667
936,9.0209787,38.8089624
937,9.0176114,38.8108409
938,9.0177911,38.8106302
939,9.0179892,38.8103827
940,9.0154715,38.7970769
941,9.0259157,38.800646
942,9.0117499,38.8108215
943,9.0242614,38.7999996
944,9.0237359,38.8032565
945,9.0181755,38.7970307
946,9.0182006,38.8095611
947,9.0182175,38.8107138
948,9.0179488,38.8095685
949,9.0211146,38.801441
950,9.0224052,38.8000193
951,9.0225011,38.7998439
952,9.024713,38.7977068
953,9.0220445,38.8045948
954,9.0215013,38.8037312
955,9.0214086,38.8017015
956,9.0224176,38.7997468
957,9.0179818,38.8112235
958,9.0116235,38.8102437
959,9.0175825,38.8113912
960,9.0173812,38.8110948
961,9.0183781,38.7970345
962,9.01891,38.7986449
963,9.0215023,38.8102174
964,9.0234014,38.8040277
965,9.0191795,38.7995691
966,9.0208488,38.7966949
967,9.0207786,38.7966862
968,9.0210958,38.8013171
969,9.0254165,38.8008596
970,9.0119187,38.8102508
971,9.0123874,38.8102509
972,9.0198097,38.8046443
973,9.0196124,38.8081969
974,9.0198388,38.8082251
975,9.020109,38.8082492
976,9.0209635,38.813926
977,9.0201329,38.8066547
978,9.0199766,38.8056864
979,9.0198349,38.8049018
980,9.0264654,38.8144049
981,9.0198057,38.8046886
982,9.0272601,38.8145202
983,9.0269236,38.814472
984,9.0265687,38.8144183
985,9.0202243,38.8082626
986,9.0186772,38.8038276
987,9.0182702,38.8100267
988,9.0185673,38.803888
989,9.0248075,38.7994818
990,9.0185739,38.8038098
991,9.0185496,38.80395
992,9.0137354,38.8077892
993,9.0254972,38.7997621
994,9.0135116,38.8079408
995,9.0178772,38.8098136
996,9.0240309,38.8169476
997,9.0217276,38.8174877
998,9.0203024,38.8075304
999,9.0203631,38.8076165
1000,9.0202773,38.8074526
1001,9.010232,38.8041166
1002,9.0208443,38.7960823
1003,9.0168838,38.8083874
1004,9.0170101,38.8081357
1005,9.0234719,38.7989185
1006,9.0117359,38.8056551
1007,9.0138228,38.808201
